"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_3"	"CEC3672_1_FP_24"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3609_2_FP_3"	"CEC3672_2_TR_24"	"CEC3672_1_TR_6"	"CEC3609_3_FP_3"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_FP_3"	"NI_3_TR_24"	"CEC3609_3_TR_6"	"CEC3672_3_TR_24"	"NI_1_TR_24"	"CEC3672_1_TR_3"	"NI_2_TR_24"	"NI_3_TR_3"	"CEC3672_3_FP_24"	"NI_2_TR_6"	"CEC3609_2_FP_24"	"CEC3609_2_TR_3"	"CEC3609_3_FP_24"	"CEC3672_2_FP_24"	"CEC3609_1_FP_24"	"CEC3672_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_3_FP_6"	"CEC3609_2_TR_6"	"CEC3609_2_FP_6"	"CEC3609_1_TR_24"	"CEC3609_1_FP_6"	"CEC3672_2_FP_6"	"CEC3672_2_TR_6"	"CEC3672_1_FP_3"	"CEC3672_1_FP_6"	"CEC3609_2_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_6"	"CEC3609_3_TR_3"	"CEC3672_2_FP_3"
"C1_01200W_A"	"Ca22chr1A_C_albicans_SC5314"	242741	244663	"+"	1923	"C1_01200W_A"	"STB5"	"%28orf19.3308%29%20Putative%20transcription%20factor%20with%20zinc%20cluster%20DNA-binding%20motif%3B%20has%20similarity%20to%20S.%20cerevisiae%20Stb5p%3B%20Hap43p-repressed%20gene"	171	625	258	0	156	829	351	198	395	487	193	454	327	0	285	535	0	281	0	0	610	0	471	154	528	575	493	358	343	391	307	401	469	420	376	387	350	345	439	0	0	339	177	369
"C1_01210W_A"	"Ca22chr1A_C_albicans_SC5314"	245206	246453	"+"	1248	"C1_01210W_A"	NA	"%28orf19.3309%29%20Ortholog%20of%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_04422%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_01254"	1462	1013	824	0	1167	1868	1307	1208	1379	1075	1291	921	930	0	864	1180	0	1107	0	0	933	0	848	1358	816	922	752	1184	1446	861	922	867	981	961	932	1281	997	946	829	0	0	923	1313	1057
"C1_01220C_A"	"Ca22chr1A_C_albicans_SC5314"	246661	247413	"-"	753	"C1_01220C_A"	NA	"%28orf19.3310%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	78	884	757	0	52	1136	444	75	482	754	67	659	381	0	830	708	0	437	0	0	855	0	1106	83	1158	885	1095	377	497	1122	732	1008	818	1189	428	427	287	546	926	0	0	366	74	310
"C1_01240W_A"	"Ca22chr1A_C_albicans_SC5314"	248816	249865	"+"	1050	"C1_01240W_A"	"IFD3"	"%28orf19.3311%29%20Putative%20aldo%2Fketo%20reductase%3B%20Mig1-regulated"	175	396	180	0	132	814	255	155	205	477	153	382	262	0	217	484	0	203	0	0	340	0	363	194	359	379	298	213	236	199	202	191	423	231	225	253	204	251	393	0	0	273	222	243
"C1_01250W_A"	"Ca22chr1A_C_albicans_SC5314"	250103	251977	"+"	1875	"C1_01250W_A"	NA	"%28orf19.3312%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20and%20Spider%20biofilm%20repressed"	978	1068	727	0	835	2071	1018	955	1299	1204	951	980	1304	0	766	1400	0	1067	0	0	986	0	881	988	880	919	818	887	1322	899	808	911	1026	923	940	1022	1247	1019	1048	0	0	966	1014	1353
"C1_01260C_A"	"Ca22chr1A_C_albicans_SC5314"	252036	252488	"-"	453	"C1_01260C_A"	"TRS20"	"%28orf19.3314%29%20Ortholog%28s%29%20have%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20cellular%20protein-containing%20complex%20assembly%20and%20TRAPPI%20protein%20complex%2C%20TRAPPII%20protein%20complex%2C%20TRAPPIII%20protein%20complex%20localization"	111	227	161	0	111	302	201	149	323	188	121	207	297	0	171	207	0	239	0	0	199	0	228	118	215	183	181	172	344	195	154	202	200	216	186	198	283	179	208	0	0	181	122	277
"C1_01270W_A"	"Ca22chr1A_C_albicans_SC5314"	253158	254441	"+"	1284	"C1_01270W_A"	"CTA9"	"%28orf19.3315%29%20Protein%20required%20for%20normal%20filamentous%20growth%3B%20induced%20during%20the%20mating%20process%3B%20mRNA%20binds%20She3%3B%20activates%20transcription%20in%201-hybrid%20assay%20in%20S.%20cerevisiae"	463	677	549	0	331	795	451	535	960	507	418	627	805	0	633	551	0	810	0	0	597	0	782	439	748	609	791	454	1027	736	566	846	635	840	567	402	742	586	657	0	0	579	514	939
"C1_01280C_A"	"Ca22chr1A_C_albicans_SC5314"	254618	254965	"-"	348	"C1_01280C_A"	"MED22"	"%28orf19.3317%29%20RNA%20polymerase%20II%20mediator%20complex%20subunit"	90	301	143	0	100	365	147	96	150	192	83	137	111	0	175	224	0	107	0	0	268	0	159	85	188	282	172	134	102	135	128	146	154	134	141	177	123	143	181	0	0	160	57	105
"C1_01290C_A"	"Ca22chr1A_C_albicans_SC5314"	255170	257443	"-"	2274	"C1_01290C_A"	NA	"%28orf19.3318%29%20Ortholog%28s%29%20have%20lipid%20droplet%2C%20peroxisome%20localization"	526	537	312	0	441	997	540	540	722	507	542	910	677	0	346	698	0	634	0	0	562	0	553	475	515	540	470	507	722	354	321	363	735	384	457	464	544	493	673	0	0	468	573	581
"C1_01300W_A"	"Ca22chr1A_C_albicans_SC5314"	257921	258904	"+"	984	"C1_01300W_A"	NA	"%28orf19.3319%29%20Putative%20thioredoxin%3B%20Spider%20biofilm%20repressed"	1215	927	634	1	1037	1670	922	1249	1041	1032	1107	1200	1126	0	758	1086	0	977	0	0	765	0	823	1124	693	745	649	864	1160	913	836	904	987	916	911	982	1098	942	982	0	0	994	1140	1261
"C1_01310W_A"	"Ca22chr1A_C_albicans_SC5314"	258992	259345	"+"	354	"C1_01310W_A"	NA	"%28orf19.3320%29%20Dubious%20open%20reading%20frame"	9	2	2	0	4	7	7	3	1	5	3	9	3	0	10	0	0	2	0	0	7	0	1	4	0	9	6	12	3	9	6	6	2	6	4	7	1	7	3	0	0	5	12	4
"C1_01320W_A"	"Ca22chr1A_C_albicans_SC5314"	259647	261173	"+"	1527	"C1_01320W_A"	"MRS7"	"%28orf19.3321%29%20Member%20of%20the%20LETM1-like%20protein%20family%2C%20mitochondrial%20membrane%20protein"	1890	1791	1924	0	1439	2735	2344	1641	2018	1489	1630	1569	1743	0	1898	1851	0	1870	0	0	1572	0	1213	1823	1250	1562	1268	2243	2020	1725	2001	1823	1519	1792	1859	2190	1890	1854	1460	0	2	1954	1828	1911
"C1_01330C_A"	"Ca22chr1A_C_albicans_SC5314"	261359	261838	"-"	480	"C1_01330C_A"	"DUT1"	"%28orf19.3322%29%20dUTP%20pyrophosphatase%3B%20cell-cycle%20regulated%20if%20expressed%20in%20S.%20cerevisiae%3B%20upstream%20MluI%20and%20SCB%20elements%3B%2017-beta-estradiol%2C%20ethynyl%20estradiol%2C%20macrophage%20induced%3B%20decreased%20in%20stationary%20phase%20yeast%3B%20rat%20catheter%2C%20Spider%20biofilm%20repressed"	705	438	283	0	642	1476	770	690	759	806	704	366	938	0	295	911	0	750	0	0	433	0	152	731	173	405	137	857	778	450	339	410	312	470	875	878	1030	1006	297	0	0	922	655	1106
"C1_01340C_A"	"Ca22chr1A_C_albicans_SC5314"	262217	263083	"-"	867	"C1_01340C_A"	NA	"%28orf19.3323%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_01240%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_109140%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_114227%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D15026g"	162	381	212	0	138	582	302	120	361	348	120	254	298	0	234	360	0	284	0	0	359	0	275	133	288	353	263	270	358	309	210	327	223	300	352	306	317	362	211	0	0	337	163	346
"C1_01350C_A"	"Ca22chr1A_C_albicans_SC5314"	263479	264672	"-"	1194	"C1_01350C_A"	"TIF"	"%28orf19.3324%29%20Translation%20initiation%20factor%3B%20upregulated%20in%20highly%20virulent%20strain%20compared%20to%20less%20virulent%20strain%3B%20antigenic%20in%20human%3B%20flucytosine%20induced%3B%20downregulated%20upon%20phagocytosis%20by%20macrophages%3B%20Spider%20biofilm%20repressed"	15153	9920	7790	0	14218	19421	10273	16266	9676	11232	16513	10921	9101	2	8463	12744	0	8538	0	0	9506	0	8613	14292	9330	9221	8995	10548	9934	6954	7791	7904	10807	6878	9396	10233	10109	9533	10712	0	0	9702	13001	9669
"C1_01360C_A"	"Ca22chr1A_C_albicans_SC5314"	265483	267465	"-"	1983	"C1_01360C_A"	NA	"%28orf19.3325%29%20Putative%20glycogen%20synthesis%20initiator%3B%20regulated%20by%20Efg1%20and%20Efh1%3B%20Hog1-repressed%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20induced%20by%20prostaglandins%3B%20flow%20model%20biofilm%20induced"	3286	1604	1485	0	2670	2097	2316	3138	3406	1235	2985	848	3059	0	1592	1377	0	2802	0	0	1557	0	1261	2974	1711	1480	1613	2214	3194	1790	1676	1869	1034	1702	2486	2140	3129	2280	1167	2	0	2305	3143	3188
"C1_01370C_A"	"Ca22chr1A_C_albicans_SC5314"	269372	270012	"-"	641	"C1_01370C_A"	"RPS21B"	"%28orf19.3325.3%29%20Ribosomal%20protein%20S21%3B%20regulated%20by%20Nrg1%2C%20Tup1%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20positively%20regulated%20by%20Tbf1%2C%20Hap43%3B%20Spider%20biofilm%20repressed"	7033	4820	3969	0	7992	9108	5210	8671	4638	5338	8532	3712	4192	0	4036	5269	0	4360	0	0	4768	0	3038	6381	2997	4336	2665	4893	4440	2984	3719	4128	3659	3563	5003	5897	4604	5092	3807	0	0	5372	5711	4889
"C1_01380C_A"	"Ca22chr1A_C_albicans_SC5314"	270319	271974	"-"	1656	"C1_01380C_A"	"TRM2"	"%28orf19.3327%29%20Putative%20tRNA%20methyltransferase%3B%20repressed%20by%20prostaglandins%3B%20Spider%20biofilm%20induced"	1772	1455	1384	0	1473	2163	1984	1702	1316	1191	1605	882	1015	0	1638	1376	0	1225	0	0	1286	0	990	1569	1194	1285	1017	2054	1277	1050	1340	1084	1057	979	1484	1996	1256	1466	1121	0	0	1502	1353	1206
"C1_01390C_A"	"Ca22chr1A_C_albicans_SC5314"	272374	274197	"-"	1824	"C1_01390C_A"	"HOT1"	"%28orf19.3328%29%20Putative%20transcription%20factor%3B%20required%20for%20inhibition%20of%20filamentous%20growth%20by%20farnesoic%20acid%20and%20for%20expression%20of%20PHO81%3B%20filament%20induced"	2001	1409	1628	0	1231	1661	2928	1412	2351	900	1367	757	1401	0	1918	1025	0	2098	0	0	1286	0	1074	1829	1216	1405	1371	3130	2204	1573	1971	1551	884	1559	1572	2945	1300	1839	936	0	0	1695	1968	1487
"C1_01400C_A"	"Ca22chr1A_C_albicans_SC5314"	275477	276952	"-"	1476	"C1_01400C_A"	NA	"%28orf19.3329%29%20Ortholog%28s%29%20have%20sphingosine-1-phosphate%20phosphatase%20activity%2C%20role%20in%20calcium-mediated%20signaling%20and%20endoplasmic%20reticulum%20localization"	1178	1671	1143	0	833	2776	1674	893	1894	1532	972	1067	1857	0	1253	1756	0	1755	0	0	1583	0	1253	1174	1503	1468	1348	1878	1868	1330	1281	1148	1219	1276	1529	1977	1940	1514	1211	0	0	1487	1229	2144
"C1_01420C_A"	"Ca22chr1A_C_albicans_SC5314"	278222	279262	"-"	1041	"C1_01420C_A"	"CRL1"	"%28orf19.3330%29%20Predicted%20GTPase%20of%20RHO%20family%3B%20CAAX%20motif%20geranylgeranylated%3B%20expression%20in%20S.%20cerevisiae%20causes%20dominant-negative%20inhibition%20of%20pheromone%20response"	1084	661	538	0	680	1560	608	694	639	874	754	876	561	0	541	961	0	550	0	0	785	0	724	1013	657	664	797	673	599	488	543	482	768	527	565	681	578	588	840	0	0	560	891	663
"C1_01440C_A"	"Ca22chr1A_C_albicans_SC5314"	280421	280819	"-"	399	"C1_01440C_A"	"POX18"	"%28orf19.3330.3%29%20Similar%20to%20Pox18%2C%20a%20peroxisomal%20protein%3B%20induced%20during%20chlamydospore%20formation%20in%20C.%20albicans%20and%20C.%20dubliniensis%3B%20A21%20sequence%20updated%20based%20on%20new%20sequence%20and%20analysis%2C%20the%20allelic%20orf19.10841%20was%20reinstated%3B%20Spider%20biofilm%20induced"	10	25	25	0	13	40	22	11	13	15	14	47	8	0	22	14	0	9	0	0	13	0	48	7	24	20	35	9	8	19	10	20	33	19	12	16	8	8	33	0	0	15	12	12
"C1_01450W_A"	"Ca22chr1A_C_albicans_SC5314"	282437	284137	"+"	1701	"C1_01450W_A"	"ABC1"	"%28orf19.3331%29%20Putative%20ubiquinol-cytochrome-c%20reductase%3B%20induced%20upon%20adherence%20to%20polystyrene%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced"	3043	5924	6391	0	2099	7990	6420	2414	4927	4625	2224	4028	3064	0	6718	4868	0	4399	0	0	5252	0	5938	2932	6012	5445	6809	6279	4630	4543	6762	4322	5067	4381	4055	6712	3478	4321	5832	0	0	3952	2982	3570
"C1_01460W_A"	"Ca22chr1A_C_albicans_SC5314"	284639	287617	"+"	2979	"C1_01460W_A"	NA	"%28orf19.3332%29%20Ortholog%20of%20Bre4%20in%20S.%20cerevisiae%20has%20a%20role%20in%20brefeldin%20A%20resistence%3B%20a%20drug%20that%20affect%20intracellular%20transport%3B%20Spider%20biofilm%20induced"	987	1461	1061	0	677	2174	1442	676	1516	1191	759	1095	1134	0	1215	1433	0	1421	0	0	1294	0	1032	914	1160	1350	1134	1207	1404	1183	1249	1112	1049	1153	1114	1400	1099	1201	1032	0	0	1106	878	1208
"C1_01470W_A"	"Ca22chr1A_C_albicans_SC5314"	288033	289328	"+"	1296	"C1_01470W_A"	NA	"%28orf19.3333%29%20Ortholog%28s%29%20have%205S%20rRNA%20binding%2C%207S%20RNA%20binding%2C%20poly%28A%29%20binding%2C%20ribonuclease%20P%20RNA%20binding%2C%20tRNA%20binding%20activity"	2132	1798	1971	0	1631	2941	2183	1838	1893	1766	1882	1393	1475	0	2286	1932	0	1731	0	0	1677	0	1530	2044	1795	1809	1869	2123	1838	1967	2143	1988	1581	1836	1661	2329	1545	1765	1557	0	0	1805	1985	1638
"C1_01480C_A"	"Ca22chr1A_C_albicans_SC5314"	289699	290448	"-"	750	"C1_01480C_A"	"RPS21"	"%28orf19.3334%29%20Protein%20component%20of%20the%20small%20%2840S%29%20subunit%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20positively%20regulated%20by%20Tbf1%3B%20Spider%20biofilm%20repressed"	17274	13120	10112	0	16775	24313	15219	17783	13146	13303	19555	9704	11269	1	11085	14920	0	12167	0	0	12864	0	7745	16074	9192	12402	8154	14778	12187	9448	12003	10201	9471	9497	13927	16807	12678	13010	9774	0	0	13922	15125	13265
"C1_01490W_A"	"Ca22chr1A_C_albicans_SC5314"	291847	292449	"+"	603	"C1_01490W_A"	NA	"%28orf19.3335%29%20Plasma%20membrane%20protein%20of%20unknown%20function%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20repressed%20by%20nitric%20oxide"	1157	5102	4991	0	749	8826	5385	909	3762	5098	876	3559	2971	0	5422	5260	0	3084	0	0	4890	0	3654	1070	4240	4596	3714	4565	3924	5161	4975	5176	3669	5003	5422	5942	2931	5282	3670	0	0	5431	1089	3198
"C1_01500W_A"	"Ca22chr1A_C_albicans_SC5314"	296046	296504	"+"	459	"C1_01500W_A"	NA	"%28orf19.3336%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_01228"	2	1	1	0	0	0	0	1	0	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	0	1	0	1	0	0	0	5	0	3	1	0	0	0	2	0
"C1_01510W_A"	"Ca22chr1A_C_albicans_SC5314"	299614	301767	"+"	2154	"C1_01510W_A"	NA	"%28orf19.3337%29%20Protein%20of%20unknown%20function%3B%20merged%20with%20orf19.3338%3B%20rat%20catheter%2C%20flow%20and%20Spider%20model%20biofilm%20induced%3B%20promoter%20bound%20by%20Bcr1%2C%20Efg1%2C%20Ndt80%2C%20and%20Rob1%3B%20orf19.3338%20Bcr1-repressed%20in%20RPMI%20a%2Fa%20biofilms"	2248	635	1280	0	462	926	752	413	565	458	499	712	176	0	1430	545	0	589	0	0	644	0	728	2259	745	704	901	741	601	518	1357	823	851	518	447	721	200	521	885	0	0	586	1497	203
"C1_01520C_A"	"Ca22chr1A_C_albicans_SC5314"	305308	306012	"-"	705	"C1_01520C_A"	"SOD2"	"%28orf19.3340%29%20Mitochondrial%20Mn-containing%20superoxide%20dismutase%3B%20protection%20against%20oxidative%20stress%3B%20homotetramer%20active%3B%20N-terminal%2034%20amino%20acids%20removed%20on%20mitochondrial%20import%3B%20H2O2-induced%20via%20Cap1p%3B%20Hap43p-%2C%20alkaline-downregulated%2C%20farnesol-induced"	852	1467	1193	0	595	3883	1510	612	2190	2356	652	2022	2242	0	1267	2412	0	1996	0	0	1283	0	1152	739	1048	1221	1024	1368	2190	1486	1328	1500	1745	1609	2126	1575	2173	2305	1607	0	0	2386	805	2427
"C1_01530C_A"	"Ca22chr1A_C_albicans_SC5314"	306618	308486	"-"	1869	"C1_01530C_A"	NA	"%28orf19.3341%29%20Putative%20tRNA-Arg%20synthetase%3B%20essential%3B%20genes%20encoding%20ribosomal%20subunits%2C%20translation%20factors%2C%20and%20tRNA%20synthetases%20are%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20downregulated%20by%20growth%20in%20the%20mouse%20cecum"	4751	2843	2786	0	4108	5521	3028	4507	2800	3161	4311	2618	2899	0	2890	3907	0	2860	0	0	2565	0	2053	4490	2351	2536	2249	3143	2812	2387	2993	2739	2537	2488	2930	3031	3151	3085	2600	0	0	2970	4176	3273
"C1_01540W_A"	"Ca22chr1A_C_albicans_SC5314"	309122	310972	"+"	1851	"C1_01540W_A"	NA	"%28orf19.3342%29%20Ortholog%28s%29%20have%20role%20in%20positive%20regulation%20of%20protein%20autoubiquitination%2C%20protein%20deubiquitination"	764	1027	1088	0	688	1480	1139	783	1146	916	701	835	1012	0	1183	1012	0	949	0	0	904	0	941	650	1015	952	936	1052	1060	1593	1170	1439	940	1534	1008	1045	1001	1130	892	0	0	1028	706	975
"C1_01550W_A"	"Ca22chr1A_C_albicans_SC5314"	311200	312759	"+"	1560	"C1_01550W_A"	"VPS17"	"%28orf19.3344%29%20Ortholog%28s%29%20have%20phosphatidylinositol-3-phosphate%20binding%2C%20protein%20transporter%20activity%20and%20role%20in%20ascospore-type%20prospore%20membrane%20assembly%2C%20intracellular%20protein%20transport%2C%20retrograde%20transport%2C%20endosome%20to%20Golgi"	820	1129	928	0	713	1670	967	770	933	990	792	939	779	0	1012	1191	0	815	0	0	1116	0	991	811	1006	1111	991	951	992	1016	880	1110	1008	984	895	1028	859	935	1018	0	0	898	715	859
"C1_01560W_A"	"Ca22chr1A_C_albicans_SC5314"	313161	317798	"+"	4638	"C1_01560W_A"	"SIZ1"	"%28orf19.3345%29%20Possible%20SUMO%2FSmt3%20ligase%3B%20Rim101-repressed"	1243	1028	848	0	872	1603	1037	1009	954	907	1023	755	845	0	868	1078	0	780	0	0	1050	0	893	1167	1046	1054	1019	1052	811	985	968	1055	896	980	919	969	899	957	944	0	0	937	1165	842
"C1_01570C_A"	"Ca22chr1A_C_albicans_SC5314"	317950	318471	"-"	522	"C1_01570C_A"	"RPB7"	"%28orf19.3347%29%20Functional%20homolog%20of%20S.%20cerevisiae%20Rpb7%3B%20essential%20subunit%20of%20RNA%20Polymerase%20II%3B%20enhances%20hyperfilamentation%20of%20an%20S.%20cerevisiae%20rpb4%20mutant%3B%20suppresses%20defects%20of%20S.%20cerevisiae%20rpb4%20and%20ess1%20mutants%3B%20Spider%20biofilm%20repressed"	826	594	742	0	619	947	854	687	764	490	610	455	650	0	791	552	0	644	0	0	519	0	589	770	627	584	584	863	715	767	858	844	514	915	710	880	656	715	527	0	0	649	712	654
"C1_01580W_A"	"Ca22chr1A_C_albicans_SC5314"	318929	319459	"+"	531	"C1_01580W_A"	NA	"%28orf19.3348%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20ribosome%20activity%20and%20fungal-type%20vacuole%2C%20mitochondrial%20large%20ribosomal%20subunit%20localization"	1047	682	940	0	916	1496	906	968	965	864	1030	863	987	0	1007	970	0	809	0	0	749	0	768	1007	695	731	674	915	985	969	1080	952	892	1018	881	993	1052	920	836	0	0	925	947	1066
"C1_01590C_A"	"Ca22chr1A_C_albicans_SC5314"	319665	323369	"-"	3705	"C1_01590C_A"	NA	"%28orf19.3349%29%20Putative%20RNA%20polymerase%20II%20subunit%20B150%3B%20heterozygous%20null%20mutant%20exhibits%20resistance%20to%20parnafungin%20in%20the%20C.%20albicans%20fitness%20test"	3469	2583	2528	0	2726	4200	2761	2997	2629	2405	3127	2198	2306	0	2720	2670	0	2410	0	0	2366	0	2353	3262	2676	2442	2490	2937	2492	2366	2868	2511	2526	2486	2476	3007	2385	2576	2705	0	0	2643	3155	2446
"C1_01600W_A"	"Ca22chr1A_C_albicans_SC5314"	323650	324531	"+"	882	"C1_01600W_A"	"MRP20"	"%28orf19.3350%29%20Component%20of%20mitochondrial%20ribosome%3B%20decreased%20expression%20in%20hyphae%20compared%20to%20yeast-form%20cells"	1984	1367	1994	0	1763	2436	1988	1953	1787	1387	1850	1440	1769	1	2045	1590	0	1778	0	0	1240	0	1297	1836	1195	1248	1248	1881	1666	1823	1960	2121	1489	1835	1731	2000	1914	1875	1459	0	0	1977	1830	1946
"C1_01610C_A"	"Ca22chr1A_C_albicans_SC5314"	324887	325940	"-"	1054	"C1_01610C_A"	NA	"%28orf19.3351%29%20Protein%20of%20unknown%20function%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced"	79	738	355	0	38	1071	449	53	478	662	49	898	304	0	391	719	0	427	0	0	697	0	736	67	633	658	633	456	403	508	416	478	664	456	462	382	254	486	642	0	0	480	75	250
"C1_01620C_A"	"Ca22chr1A_C_albicans_SC5314"	326428	327426	"-"	999	"C1_01620C_A"	NA	"%28orf19.3352%29%20Has%20domain%28s%29%20with%20predicted%20oxidoreductase%20activity%20and%20role%20in%20metabolic%20process"	124	595	315	0	113	633	233	124	152	399	114	1177	132	0	352	390	0	146	0	0	544	0	1146	114	1030	519	1029	185	171	375	355	360	1065	385	224	191	113	203	1136	0	0	167	116	141
"C1_01630W_A"	"Ca22chr1A_C_albicans_SC5314"	331354	332037	"+"	684	"C1_01630W_A"	NA	"%28orf19.3353%29%20Protein%20similar%20to%20a%20mitochondrial%20complex%20I%20intermediate-associated%20protein%3B%20fluconazole-repressed%3B%20Spider%20biofilm%20induced%3B%20rat%20catheter%20biofilm%20repressed"	310	2773	1899	0	311	2614	3873	397	3977	1762	309	1670	1931	0	1968	1992	0	3816	0	0	2377	0	2284	289	2096	2259	1891	2876	4728	2645	2215	2099	1731	2859	2088	2962	1703	2743	1613	0	0	2348	323	1737
"C1_01640W_A"	"Ca22chr1A_C_albicans_SC5314"	332721	334077	"+"	1357	"C1_01640W_A"	"RPS42"	"%28orf19.3354%29%20Predicted%20ribosomal%20protein%20S4%2C%20component%20of%20the%20small%20ribosomal%20subunit%3B%20has%20paralog%20RPS41"	4171	5676	4498	0	2923	8581	7170	3308	4907	4912	3536	2973	3732	0	4971	5522	0	4356	0	0	5558	0	2980	4209	3777	5238	3346	7209	4830	4020	4666	4730	3026	4034	6141	7693	4584	5661	3364	0	0	5968	4021	4515
"C1_01650W_A"	"Ca22chr1A_C_albicans_SC5314"	334643	336025	"+"	1383	"C1_01650W_A"	"ISN1"	"%28orf19.3355%29%20Putative%20inosine%205%27-monophosphate%205%27-nucleotidase%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	650	853	979	0	567	1325	753	788	876	827	598	842	827	0	1058	843	0	845	0	0	895	0	927	602	852	772	869	635	869	1215	1055	1216	848	1310	833	697	859	858	842	0	0	817	600	888
"C1_01660C_A"	"Ca22chr1A_C_albicans_SC5314"	336119	336200	"-"	82	"C1_01660C_A"	"tS%28UGA%291"	"%28tS%28UGA%291%29%20tRNA-Ser%2C%20predicted%20by%20tRNAscan-SE%3B%20UGA%20anticodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"C1_01670C_A"	"Ca22chr1A_C_albicans_SC5314"	336700	341496	"-"	4797	"C1_01670C_A"	"ESP1"	"%28orf19.3356%29%20Putative%20caspase-like%20cysteine%20protease%3B%20mutation%20confers%20increased%20sensitivity%20to%20nocodazole%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20S%2FG2%20phase%3B%20mRNA%20binds%20She3"	652	301	336	0	540	591	553	599	485	345	512	319	421	0	381	369	0	455	0	0	282	0	221	597	210	228	193	575	403	391	369	391	302	394	477	490	473	450	260	0	0	509	628	447
"C1_01680C_A"	"Ca22chr1A_C_albicans_SC5314"	341928	342440	"-"	513	"C1_01680C_A"	NA	"%28orf19.3357%29%20Ortholog%28s%29%20have%20mitochondrion%20localization"	814	690	696	0	649	1191	664	771	727	755	760	691	750	0	707	821	0	642	0	0	652	0	593	698	552	596	569	663	644	688	720	853	687	688	661	789	764	735	618	0	0	704	629	820
"C1_01690C_A"	"Ca22chr1A_C_albicans_SC5314"	342930	343901	"-"	972	"C1_01690C_A"	"LSC1"	"%28orf19.3358%29%20Putative%20succinate-CoA%20ligase%20subunit%3B%20induced%20by%20high%20iron%3B%20fluconazole-induced%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures%3B%20Spider%20biofilm%20repressed"	6881	2095	2210	0	4858	5903	2499	5179	5087	3278	5728	3130	3892	0	2272	3641	0	4521	0	0	2070	0	1804	5854	1941	1964	1728	2358	4502	2251	2648	2210	3025	2538	2357	2497	4033	2481	2885	0	0	2442	6233	4331
"C1_01700W_A"	"Ca22chr1A_C_albicans_SC5314"	345562	348762	"+"	3201	"C1_01700W_A"	"ARP8"	"%28orf19.3359%29%20Putative%20chromatin-remodeling%20enzyme%20complex%20protein%3B%20mutation%20confers%20hypersensitivity%20to%20toxic%20ergosterol%20analog%2C%20and%20to%20amphotericin%20B%3B%20rat%20catheter%20biofilm%20induced"	876	965	1424	0	768	1328	914	920	999	844	813	968	825	0	1492	887	0	944	0	0	928	0	1249	760	1191	984	1302	849	779	1718	1662	1764	1071	1717	1034	834	826	1150	1053	0	0	1029	805	812
"C1_01710W_A"	"Ca22chr1A_C_albicans_SC5314"	351098	353101	"+"	2004	"C1_01710W_A"	NA	"%28orf19.3360%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced"	679	2246	3341	0	583	2220	1455	718	1124	1500	595	4361	839	0	3887	1412	0	970	0	0	2029	0	5194	652	4569	2323	5202	1633	917	4354	3399	4153	4716	4376	1600	1488	854	1909	4442	0	0	1539	684	849
