tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
237561	Candida albicans SC5314	3646856	0	live	CAALFM_C404240CA	CAALFM_C404240CA	hypothetical protein	hypothetical protein		4	NC_032092.1	904889	907018	minus	1		
237561	Candida albicans SC5314	3646855	0	live	CAALFM_C404250WA	CAALFM_C404250WA	hypothetical protein	hypothetical protein		4	NC_032092.1	908843	910558	plus	1		
237561	Candida albicans SC5314	3646852	0	live	CAALFM_C404350WA	CAALFM_C404350WA	hypothetical protein	hypothetical protein		4	NC_032092.1	928087	928719	plus	1		
237561	Candida albicans SC5314	3646851	0	live	CAALFM_C404360WA	CAALFM_C404360WA	hypothetical protein	hypothetical protein		4	NC_032092.1	929018	930820	plus	1		
237561	Candida albicans SC5314	3646846	0	live	CAALFM_C404280CA	CAALFM_C404280CA	hypothetical protein	hypothetical protein		4	NC_032092.1	914401	915228	minus	1		
237561	Candida albicans SC5314	3646843	0	live	CAALFM_C404300CA	CAALFM_C404300CA	hypothetical protein	hypothetical protein		4	NC_032092.1	918145	918480	minus	1		
237561	Candida albicans SC5314	3646840	0	live	CAALFM_C404330CA	CAALFM_C404330CA	hypothetical protein	hypothetical protein		4	NC_032092.1	925694	926599	minus	1		
237561	Candida albicans SC5314	3646837	0	live	CAALFM_C112640WA	CAALFM_C112640WA	hypothetical protein	hypothetical protein		1	NC_032089.1	2758065	2758466	plus	1		
237561	Candida albicans SC5314	3646832	0	live	CAALFM_C112690CA	CAALFM_C112690CA	hypothetical protein	hypothetical protein		1	NC_032089.1	2766270	2766920	minus	1		
237561	Candida albicans SC5314	3646831	0	live	CAALFM_C112700WA	CAALFM_C112700WA	hypothetical protein	hypothetical protein		1	NC_032089.1	2767655	2769733	plus	1		
237561	Candida albicans SC5314	3646828	0	live	CAALFM_C112800WA	CAALFM_C112800WA	hypothetical protein	hypothetical protein		1	NC_032089.1	2789387	2789872	plus	1		
237561	Candida albicans SC5314	3646822	0	live	CAALFM_C112710CA	CAALFM_C112710CA	hypothetical protein	hypothetical protein		1	NC_032089.1	2770318	2771721	minus	1		
237561	Candida albicans SC5314	3646821	0	live	CAALFM_C112720CA	CAALFM_C112720CA	hypothetical protein	hypothetical protein		1	NC_032089.1	2772373	2772915	minus	1		
237561	Candida albicans SC5314	3646819	0	live	CAALFM_C112740WA	CAALFM_C112740WA	hypothetical protein	hypothetical protein		1	NC_032089.1	2776562	2779384	plus	1		
237561	Candida albicans SC5314	3646818	0	live	CAALFM_C112750CA	CAALFM_C112750CA	hypothetical protein	hypothetical protein		1	NC_032089.1	2779463	2781025	minus	1		
237561	Candida albicans SC5314	3646815	0	live	CAALFM_C403480CA	CAALFM_C403480CA	hypothetical protein	hypothetical protein		4	NC_032092.1	730527	731114	minus	1		
237561	Candida albicans SC5314	3646813	0	live	CAALFM_C403460CA	CAALFM_C403460CA	hypothetical protein	hypothetical protein		4	NC_032092.1	723995	725866	minus	1		
237561	Candida albicans SC5314	3646801	0	live	CAALFM_C403500CA	CAALFM_C403500CA	hypothetical protein	hypothetical protein		4	NC_032092.1	734839	735390	minus	1		
237561	Candida albicans SC5314	3646799	0	live	CAALFM_C403490CA	CAALFM_C403490CA	hypothetical protein	hypothetical protein		4	NC_032092.1	733160	733684	minus	1		
237561	Candida albicans SC5314	3646796	0	live	CAALFM_C403370CA	CAALFM_C403370CA	hypothetical protein	hypothetical protein		4	NC_032092.1	707397	707855	minus	1		
237561	Candida albicans SC5314	3646726	0	live	CAALFM_C703310WA	CAALFM_C703310WA	hypothetical protein	hypothetical protein		7	NC_032095.1	731779	732447	plus	1		
237561	Candida albicans SC5314	3646720	0	live	CAALFM_C703370CA	CAALFM_C703370CA	hypothetical protein	hypothetical protein		7	NC_032095.1	742537	743631	minus	1		
237561	Candida albicans SC5314	3646716	0	live	CAALFM_C703410CA	CAALFM_C703410CA	hypothetical protein	hypothetical protein		7	NC_032095.1	749268	751232	minus	1		
237561	Candida albicans SC5314	3646712	0	live	CAALFM_C703460WA	CAALFM_C703460WA	hypothetical protein	hypothetical protein		7	NC_032095.1	762312	764132	plus	1		
237561	Candida albicans SC5314	3646711	0	live	CAALFM_C703470WA	CAALFM_C703470WA	hypothetical protein	hypothetical protein		7	NC_032095.1	765204	765881	plus	1		
237561	Candida albicans SC5314	3646706	0	live	CAALFM_CR05800CA	CAALFM_CR05800CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1228646	1229050	minus	1		
237561	Candida albicans SC5314	3646704	0	live	CAALFM_CR05840WA	CAALFM_CR05840WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1232321	1233040	plus	1		
237561	Candida albicans SC5314	3646703	0	live	CAALFM_CR05860WA	CAALFM_CR05860WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1233738	1234418	plus	1		
237561	Candida albicans SC5314	3646702	0	live	CAALFM_CR05880WA	CAALFM_CR05880WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1235017	1235643	plus	1		
237561	Candida albicans SC5314	3646701	0	live	CAALFM_CR05700CA	CAALFM_CR05700CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1210658	1211560	minus	1		
237561	Candida albicans SC5314	3646700	0	live	CAALFM_CR05710CA	CAALFM_CR05710CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1211886	1212743	minus	1		
237561	Candida albicans SC5314	3646698	0	live	CAALFM_CR05730CA	CAALFM_CR05730CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1215325	1216785	minus	1		
237561	Candida albicans SC5314	3646696	0	live	CAALFM_CR05750WA	CAALFM_CR05750WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1219964	1220992	plus	1		
237561	Candida albicans SC5314	3646695	0	live	CAALFM_CR05760CA	CAALFM_CR05760CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1221035	1222030	minus	1		
237561	Candida albicans SC5314	3646694	0	live	CAALFM_CR05770WA	CAALFM_CR05770WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1222388	1223902	plus	1		
237561	Candida albicans SC5314	3646690	0	live	CAALFM_CR05640CA	CAALFM_CR05640CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1202423	1202998	minus	1		
237561	Candida albicans SC5314	3646684	0	live	CAALFM_CR05680CA	CAALFM_CR05680CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1208432	1208830	minus	1		
237561	Candida albicans SC5314	3646682	0	live	CAALFM_CR05890CA	CAALFM_CR05890CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1235775	1236602	minus	1		
237561	Candida albicans SC5314	3646681	0	live	CAALFM_CR05900WA	CAALFM_CR05900WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1236909	1238417	plus	1		
237561	Candida albicans SC5314	3646680	0	live	CAALFM_CR05910WA	CAALFM_CR05910WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1238642	1239028	plus	1		
237561	Candida albicans SC5314	3646676	0	live	CAALFM_C107560WA	CAALFM_C107560WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1636861	1637820	plus	1		
237561	Candida albicans SC5314	3646675	0	live	CAALFM_C107570CA	CAALFM_C107570CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1637846	1639054	minus	1		
237561	Candida albicans SC5314	3646673	0	live	CAALFM_C107590CA	CAALFM_C107590CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1641986	1645111	minus	1		
237561	Candida albicans SC5314	3646671	0	live	CAALFM_C107610CA	CAALFM_C107610CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1646303	1647247	minus	1		
237561	Candida albicans SC5314	3646667	0	live	CAALFM_C107480CA	CAALFM_C107480CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1619304	1621175	minus	1		
237561	Candida albicans SC5314	3646664	0	live	CAALFM_C107510WA	CAALFM_C107510WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1625174	1626007	plus	1		
237561	Candida albicans SC5314	3646657	0	live	CAALFM_C107650WA	CAALFM_C107650WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1658863	1659375	plus	1		
237561	Candida albicans SC5314	3646656	0	live	CAALFM_C107660WA	CAALFM_C107660WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1660186	1662414	plus	1		
237561	Candida albicans SC5314	3646631	0	live	CAALFM_CR06620WA	CAALFM_CR06620WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1420374	1421720	plus	1		
237561	Candida albicans SC5314	3646627	0	live	CAALFM_CR06580WA	CAALFM_CR06580WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1406153	1406851	plus	1		
237561	Candida albicans SC5314	3646623	0	live	CAALFM_CR06680CA	CAALFM_CR06680CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1436296	1439613	minus	1		
237561	Candida albicans SC5314	3646620	0	live	CAALFM_CR06650CA	CAALFM_CR06650CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1426753	1427130	minus	1		
237561	Candida albicans SC5314	3646619	0	live	CAALFM_CR06640CA	CAALFM_CR06640CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1424764	1426245	minus	1		
237561	Candida albicans SC5314	3646616	0	live	CAALFM_CR06740WA	CAALFM_CR06740WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1447534	1450149	plus	1		
237561	Candida albicans SC5314	3646572	0	live	CAALFM_C206530WA	CAALFM_C206530WA	hypothetical protein	hypothetical protein		2	NC_032090.1	1324473	1325444	plus	1		
237561	Candida albicans SC5314	3646570	0	live	CAALFM_C206510WA	CAALFM_C206510WA	hypothetical protein	hypothetical protein		2	NC_032090.1	1321731	1323038	plus	2		
237561	Candida albicans SC5314	3646565	0	live	CAALFM_C206440CA	CAALFM_C206440CA	hypothetical protein	hypothetical protein		2	NC_032090.1	1310642	1311376	minus	1		
237561	Candida albicans SC5314	3646563	0	live	CAALFM_C206600WA	CAALFM_C206600WA	hypothetical protein	hypothetical protein		2	NC_032090.1	1341011	1343941	plus	1		
237561	Candida albicans SC5314	3646561	0	live	CAALFM_C206570CA	CAALFM_C206570CA	hypothetical protein	hypothetical protein		2	NC_032090.1	1332506	1332811	minus	1		
237561	Candida albicans SC5314	3646559	0	live	CAALFM_C206550WA	CAALFM_C206550WA	hypothetical protein	hypothetical protein		2	NC_032090.1	1330846	1331601	plus	1		
237561	Candida albicans SC5314	3646532	0	live	CAALFM_C406090CA	CAALFM_C406090CA	hypothetical protein	hypothetical protein		4	NC_032092.1	1352664	1355066	minus	1		
237561	Candida albicans SC5314	3646521	0	live	CAALFM_C406040WA	CAALFM_C406040WA	hypothetical protein	hypothetical protein		4	NC_032092.1	1339119	1340288	plus	1		
237561	Candida albicans SC5314	3646514	0	live	CAALFM_C405970WA	CAALFM_C405970WA	hypothetical protein	hypothetical protein		4	NC_032092.1	1326856	1328934	plus	1		
237561	Candida albicans SC5314	3646512	0	live	CAALFM_C108610CA	CAALFM_C108610CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1885503	1886144	minus	1		
237561	Candida albicans SC5314	3646504	0	live	CAALFM_C108390CA	CAALFM_C108390CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1844112	1845788	minus	1		
237561	Candida albicans SC5314	3646496	0	live	CAALFM_C108530WA	CAALFM_C108530WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1867837	1868310	plus	1		
237561	Candida albicans SC5314	3646490	0	live	CAALFM_C108470WA	CAALFM_C108470WA	hypothetical protein	hypothetical protein		1	NC_032089.1	1861221	1861655	plus	1		
237561	Candida albicans SC5314	3646487	0	live	CAALFM_C108440CA	CAALFM_C108440CA	hypothetical protein	hypothetical protein		1	NC_032089.1	1855865	1856236	minus	1		
237561	Candida albicans SC5314	3646426	0	live	CAALFM_C104010CA	CAALFM_C104010CA	hypothetical protein	hypothetical protein		1	NC_032089.1	842768	843802	minus	1		
237561	Candida albicans SC5314	3646418	0	live	CAALFM_C103960CA	CAALFM_C103960CA	hypothetical protein	hypothetical protein		1	NC_032089.1	834229	836838	minus	1		
237561	Candida albicans SC5314	3646417	0	live	CAALFM_C103950CA	CAALFM_C103950CA	hypothetical protein	hypothetical protein		1	NC_032089.1	833227	833766	minus	1		
237561	Candida albicans SC5314	3646414	0	live	CAALFM_C103930WA	CAALFM_C103930WA	hypothetical protein	hypothetical protein		1	NC_032089.1	830273	831781	plus	1		
237561	Candida albicans SC5314	3646412	0	live	CAALFM_C103910CA	CAALFM_C103910CA	hypothetical protein	hypothetical protein		1	NC_032089.1	825919	827970	minus	1		
237561	Candida albicans SC5314	3646409	0	live	CAALFM_C103880CA	CAALFM_C103880CA	hypothetical protein	hypothetical protein		1	NC_032089.1	820902	821264	minus	1		
237561	Candida albicans SC5314	3646407	0	live	CAALFM_C103870CA	CAALFM_C103870CA	hypothetical protein	hypothetical protein		1	NC_032089.1	813869	815560	minus	1		
237561	Candida albicans SC5314	3646403	0	live	CAALFM_CR05100WA	CAALFM_CR05100WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1105182	1109018	plus	1		
237561	Candida albicans SC5314	3646402	0	live	CAALFM_CR05120WA	CAALFM_CR05120WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1110467	1113241	plus	1		
237561	Candida albicans SC5314	3646401	0	live	CAALFM_CR05130CA	CAALFM_CR05130CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1113311	1114213	minus	1		
237561	Candida albicans SC5314	3646400	0	live	CAALFM_CR05140WA	CAALFM_CR05140WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1114420	1115133	plus	1		
237561	Candida albicans SC5314	3646399	0	live	CAALFM_CR05160CA	CAALFM_CR05160CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1115649	1116845	minus	1		
237561	Candida albicans SC5314	3646395	0	live	CAALFM_CR04980CA	CAALFM_CR04980CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1077754	1078335	minus	1		
237561	Candida albicans SC5314	3646394	0	live	CAALFM_CR04970CA	CAALFM_CR04970CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1075494	1076363	minus	1		
237561	Candida albicans SC5314	3646391	0	live	CAALFM_CR04990CA	CAALFM_CR04990CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1079939	1080766	minus	1		
237561	Candida albicans SC5314	3646388	0	live	CAALFM_CR05030WA	CAALFM_CR05030WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1087249	1090161	plus	1		
237561	Candida albicans SC5314	3646364	0	live	CAALFM_C503210CA	CAALFM_C503210CA	hypothetical protein	hypothetical protein		5	NC_032093.1	726044	728167	minus	1		
237561	Candida albicans SC5314	3646360	0	live	CAALFM_C503260CA	CAALFM_C503260CA	hypothetical protein	hypothetical protein		5	NC_032093.1	736879	740160	minus	1		
237561	Candida albicans SC5314	3646357	0	live	CAALFM_C503300CA	CAALFM_C503300CA	hypothetical protein	hypothetical protein		5	NC_032093.1	745130	747427	minus	1		
237561	Candida albicans SC5314	3646350	0	live	CAALFM_C503370CA	CAALFM_C503370CA	hypothetical protein	hypothetical protein		5	NC_032093.1	764152	764667	minus	1		
237561	Candida albicans SC5314	3646346	0	live	CAALFM_C503430WA	CAALFM_C503430WA	hypothetical protein	hypothetical protein		5	NC_032093.1	772001	772828	plus	1		
237561	Candida albicans SC5314	3646345	0	live	CAALFM_C503460CA	CAALFM_C503460CA	hypothetical protein	hypothetical protein		5	NC_032093.1	777303	778316	minus	1		
237561	Candida albicans SC5314	3646294	0	live	CAALFM_C604370WA	CAALFM_C604370WA	hypothetical protein	hypothetical protein		6	NC_032094.1	965838	968477	plus	1		
237561	Candida albicans SC5314	3646289	0	live	CAALFM_C604320CA	CAALFM_C604320CA	hypothetical protein	hypothetical protein		6	NC_032094.1	954379	954726	minus	1		
237561	Candida albicans SC5314	3646286	0	live	CAALFM_C604300WA	CAALFM_C604300WA	hypothetical protein	hypothetical protein		6	NC_032094.1	950494	952914	plus	1		
237561	Candida albicans SC5314	3646282	0	live	CAALFM_C604190CA	CAALFM_C604190CA	hypothetical protein	hypothetical protein		6	NC_032094.1	923628	924761	minus	1		
237561	Candida albicans SC5314	3646280	0	live	CAALFM_C604290WA	CAALFM_C604290WA	hypothetical protein	hypothetical protein		6	NC_032094.1	948163	950031	plus	1		
237561	Candida albicans SC5314	3646276	0	live	CAALFM_C604240WA	CAALFM_C604240WA	hypothetical protein	hypothetical protein		6	NC_032094.1	935982	936497	plus	1		
237561	Candida albicans SC5314	3646274	0	live	CAALFM_C604230WA	CAALFM_C604230WA	hypothetical protein	hypothetical protein		6	NC_032094.1	933892	935499	plus	1		
237561	Candida albicans SC5314	3646242	0	live	CAALFM_C703620CA	CAALFM_C703620CA	hypothetical protein	hypothetical protein		7	NC_032095.1	806681	808660	minus	1		
237561	Candida albicans SC5314	3646241	0	live	CAALFM_C703610CA	CAALFM_C703610CA	hypothetical protein	hypothetical protein		7	NC_032095.1	802914	806345	minus	1		
237561	Candida albicans SC5314	3646239	0	live	CAALFM_C703590CA	CAALFM_C703590CA	hypothetical protein	hypothetical protein		7	NC_032095.1	796798	798657	minus	1		
237561	Candida albicans SC5314	3646238	0	live	CAALFM_C703580CA	CAALFM_C703580CA	hypothetical protein	hypothetical protein		7	NC_032095.1	793704	795782	minus	1		
237561	Candida albicans SC5314	3646236	0	live	CAALFM_C703560WA	CAALFM_C703560WA	hypothetical protein	hypothetical protein		7	NC_032095.1	789476	790456	plus	1		
237561	Candida albicans SC5314	3646235	0	live	CAALFM_C703550CA	CAALFM_C703550CA	hypothetical protein	hypothetical protein		7	NC_032095.1	784193	786196	minus	1		
237561	Candida albicans SC5314	3646228	0	live	CAALFM_C703680WA	CAALFM_C703680WA	hypothetical protein	hypothetical protein		7	NC_032095.1	817565	819406	plus	1		
237561	Candida albicans SC5314	3646158	0	live	CAALFM_C405250WA	CAALFM_C405250WA	hypothetical protein	hypothetical protein		4	NC_032092.1	1139061	1139768	plus	1		
237561	Candida albicans SC5314	3646156	0	live	CAALFM_C405230CA	CAALFM_C405230CA	hypothetical protein	hypothetical protein		4	NC_032092.1	1132118	1134427	minus	1		
237561	Candida albicans SC5314	3646153	0	live	CAALFM_C405200CA	CAALFM_C405200CA	hypothetical protein	hypothetical protein		4	NC_032092.1	1127004	1127477	minus	1		
237561	Candida albicans SC5314	3646145	0	live	CAALFM_C104490WA	CAALFM_C104490WA	hypothetical protein	hypothetical protein		1	NC_032089.1	926875	927996	plus	1		
237561	Candida albicans SC5314	3646142	0	live	CAALFM_C104470CA	CAALFM_C104470CA	hypothetical protein	hypothetical protein		1	NC_032089.1	920167	920688	minus	1		
237561	Candida albicans SC5314	3646140	0	live	CAALFM_C104460CA	CAALFM_C104460CA	hypothetical protein	hypothetical protein		1	NC_032089.1	918745	919554	minus	1		
237561	Candida albicans SC5314	3646138	0	live	CAALFM_C104440WA	CAALFM_C104440WA	hypothetical protein	hypothetical protein		1	NC_032089.1	916801	917169	plus	1		
237561	Candida albicans SC5314	3646135	0	live	CAALFM_C104620WA	CAALFM_C104620WA	hypothetical protein	hypothetical protein		1	NC_032089.1	952320	954050	plus	1		
237561	Candida albicans SC5314	3646132	0	live	CAALFM_C104580CA	CAALFM_C104580CA	hypothetical protein	hypothetical protein		1	NC_032089.1	943640	944467	minus	1		
237561	Candida albicans SC5314	3646089	0	live	CAALFM_C600430CA	CAALFM_C600430CA	hypothetical protein	hypothetical protein		6	NC_032094.1	74582	76120	minus	1		
237561	Candida albicans SC5314	3646087	0	live	CAALFM_C600400CA	CAALFM_C600400CA	hypothetical protein	hypothetical protein		6	NC_032094.1	69031	70365	minus	1		
237561	Candida albicans SC5314	3646085	0	live	CAALFM_C600380CA	CAALFM_C600380CA	hypothetical protein	hypothetical protein		6	NC_032094.1	66443	67438	minus	1		
237561	Candida albicans SC5314	3646083	0	live	CAALFM_C600360CA	CAALFM_C600360CA	hypothetical protein	hypothetical protein		6	NC_032094.1	63637	64182	minus	1		
237561	Candida albicans SC5314	3646082	0	live	CAALFM_C600200CA	CAALFM_C600200CA	hypothetical protein	hypothetical protein		6	NC_032094.1	22858	23190	minus	1		
237561	Candida albicans SC5314	3646081	0	live	CAALFM_C600180CA	CAALFM_C600180CA	hypothetical protein	hypothetical protein		6	NC_032094.1	20920	21525	minus	1		
237561	Candida albicans SC5314	3646080	0	live	CAALFM_C600190WA	CAALFM_C600190WA	hypothetical protein	hypothetical protein		6	NC_032094.1	21616	22845	plus	1		
237561	Candida albicans SC5314	3646069	0	live	CAALFM_C600290WA	CAALFM_C600290WA	hypothetical protein	hypothetical protein		6	NC_032094.1	39723	41777	plus	1		
237561	Candida albicans SC5314	3646066	0	live	CAALFM_C600270WA	CAALFM_C600270WA	hypothetical protein	hypothetical protein		6	NC_032094.1	30052	30744	plus	1		
237561	Candida albicans SC5314	3646063	0	live	CAALFM_C600250WA	CAALFM_C600250WA	hypothetical protein	hypothetical protein		6	NC_032094.1	26954	28600	plus	1		
237561	Candida albicans SC5314	3646062	0	live	CAALFM_C600240CA	CAALFM_C600240CA	hypothetical protein	hypothetical protein		6	NC_032094.1	25917	26810	minus	1		
237561	Candida albicans SC5314	3646061	0	live	CAALFM_C600230WA	CAALFM_C600230WA	hypothetical protein	hypothetical protein		6	NC_032094.1	24834	25922	plus	1		
237561	Candida albicans SC5314	3646059	0	live	CAALFM_CR07300WA	CAALFM_CR07300WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1589557	1591749	plus	1		
237561	Candida albicans SC5314	3646058	0	live	CAALFM_CR07310WA	CAALFM_CR07310WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1592134	1594029	plus	1		
237561	Candida albicans SC5314	3646056	0	live	CAALFM_CR07340CA	CAALFM_CR07340CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1595677	1596750	minus	1		
237561	Candida albicans SC5314	3646053	0	live	CAALFM_CR07370WA	CAALFM_CR07370WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1603281	1603664	plus	1		
237561	Candida albicans SC5314	3646049	0	live	CAALFM_CR07460CA	CAALFM_CR07460CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1618134	1620149	minus	1		
237561	Candida albicans SC5314	3646047	0	live	CAALFM_CR07480WA	CAALFM_CR07480WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1622533	1623873	plus	1		
237561	Candida albicans SC5314	3646044	0	live	CAALFM_CR07200WA	CAALFM_CR07200WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1569149	1570732	plus	1		
237561	Candida albicans SC5314	3646040	0	live	CAALFM_CR07220CA	CAALFM_CR07220CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1571688	1574810	minus	1		
237561	Candida albicans SC5314	3646031	0	live	CAALFM_CR07230WA	CAALFM_CR07230WA	hypothetical protein	hypothetical protein		R	NC_032096.1	1576200	1576703	plus	1		
237561	Candida albicans SC5314	3646027	0	live	CAALFM_CR07260CA	CAALFM_CR07260CA	hypothetical protein	hypothetical protein		R	NC_032096.1	1582019	1582624	minus	1		
237561	Candida albicans SC5314	3645986	0	live	CAALFM_C604480CA	CAALFM_C604480CA	hypothetical protein	hypothetical protein		6	NC_032094.1	995286	995987	minus	1		
237561	Candida albicans SC5314	3645983	0	live	CAALFM_C604440CA	CAALFM_C604440CA	hypothetical protein	hypothetical protein		6	NC_032094.1	988798	991299	minus	1		
237561	Candida albicans SC5314	3645982	0	live	CAALFM_C604450WA	CAALFM_C604450WA	hypothetical protein	hypothetical protein		6	NC_032094.1	991302	992492	plus	1		
237561	Candida albicans SC5314	3645979	0	live	CAALFM_C604650WA	CAALFM_C604650WA	hypothetical protein	hypothetical protein		6	NC_032094.1	1028580	1031093	plus	1		
237561	Candida albicans SC5314	3645976	0	live	CAALFM_C604550CA	CAALFM_C604550CA	hypothetical protein	hypothetical protein		6	NC_032094.1	1013238	1015511	minus	1		
237561	Candida albicans SC5314	3645970	0	live	CAALFM_C604530CA	CAALFM_C604530CA	hypothetical protein	hypothetical protein		6	NC_032094.1	1008502	1011345	minus	1		
237561	Candida albicans SC5314	3645955	0	live	CAALFM_C604510CA	CAALFM_C604510CA	hypothetical protein	hypothetical protein		6	NC_032094.1	1003604	1005055	minus	1		
237561	Candida albicans SC5314	3645951	0	live	CAALFM_C604420WA	CAALFM_C604420WA	hypothetical protein	hypothetical protein		6	NC_032094.1	985842	986297	plus	1		
237561	Candida albicans SC5314	3645950	0	live	CAALFM_C604410CA	CAALFM_C604410CA	hypothetical protein	hypothetical protein		6	NC_032094.1	984319	985389	minus	1		
237561	Candida albicans SC5314	3645949	0	live	CAALFM_C604400WA	CAALFM_C604400WA	hypothetical protein	hypothetical protein		6	NC_032094.1	983785	984099	plus	1		
237561	Candida albicans SC5314	3645914	0	live	CAALFM_C701170CA	CAALFM_C701170CA	hypothetical protein	hypothetical protein		7	NC_032095.1	246116	247258	minus	1		
237561	Candida albicans SC5314	3645913	0	live	CAALFM_C701150WA	CAALFM_C701150WA	hypothetical protein	hypothetical protein		7	NC_032095.1	244441	245340	plus	1		
237561	Candida albicans SC5314	3645912	0	live	CAALFM_C701130CA	CAALFM_C701130CA	hypothetical protein	hypothetical protein		7	NC_032095.1	236122	236562	minus	1		
237561	Candida albicans SC5314	3645908	0	live	CAALFM_C701270CA	CAALFM_C701270CA	hypothetical protein	hypothetical protein		7	NC_032095.1	259274	261082	minus	1		
237561	Candida albicans SC5314	3645906	0	live	CAALFM_C701230CA	CAALFM_C701230CA	hypothetical protein	hypothetical protein		7	NC_032095.1	255373	256806	minus	1		
237561	Candida albicans SC5314	3645901	0	live	CAALFM_C701370WA	CAALFM_C701370WA	hypothetical protein	hypothetical protein		7	NC_032095.1	278053	279501	plus	1		
237561	Candida albicans SC5314	3645900	0	live	CAALFM_C701360CA	CAALFM_C701360CA	hypothetical protein	hypothetical protein		7	NC_032095.1	277182	277736	minus	1		
237561	Candida albicans SC5314	3645899	0	live	CAALFM_C701350CA	CAALFM_C701350CA	hypothetical protein	hypothetical protein		7	NC_032095.1	275786	276745	minus	1		
237561	Candida albicans SC5314	3645896	0	live	CAALFM_C701320WA	CAALFM_C701320WA	hypothetical protein	hypothetical protein		7	NC_032095.1	266119	267939	plus	1		
237561	Candida albicans SC5314	3645893	0	live	CAALFM_C701400CA	CAALFM_C701400CA	hypothetical protein	hypothetical protein		7	NC_032095.1	286775	289093	minus	1		
237561	Candida albicans SC5314	3645892	0	live	CAALFM_C701390WA	CAALFM_C701390WA	hypothetical protein	hypothetical protein		7	NC_032095.1	285900	286292	plus	1		
237561	Candida albicans SC5314	3645891	0	live	CAALFM_C701380WA	CAALFM_C701380WA	hypothetical protein	hypothetical protein		7	NC_032095.1	281375	282502	plus	1		
237561	Candida albicans SC5314	3645889	0	live	CAALFM_C602160WA	CAALFM_C602160WA	hypothetical protein	hypothetical protein		6	NC_032094.1	449471	451141	plus	1		
237561	Candida albicans SC5314	3645888	0	live	CAALFM_C602150CA	CAALFM_C602150CA	hypothetical protein	hypothetical protein		6	NC_032094.1	447639	449000	minus	1		
237561	Candida albicans SC5314	3645886	0	live	CAALFM_C602140WA	CAALFM_C602140WA	hypothetical protein	hypothetical protein		6	NC_032094.1	444603	447512	plus	1		
237561	Candida albicans SC5314	3645877	0	live	CAALFM_C602330WA	CAALFM_C602330WA	hypothetical protein	hypothetical protein		6	NC_032094.1	486452	487012	plus	1		
237561	Candida albicans SC5314	3645874	0	live	CAALFM_C602300CA	CAALFM_C602300CA	hypothetical protein	hypothetical protein		6	NC_032094.1	478575	478916	minus	1		
